,titles,links,time,media
587,留 言 小 英 被 某 粉 出 征 ！ 　 超 暖 神 老 師 作 法 「 展 現 高 度 」,https://tw.news.appledaily.com/life/realtime/20191230/1683962/,2019/12/30,Apple Daily
588,綠 營 力 拼 明 三 讀 「 反 滲 透 法 」 　 藍 批 蔡 英 文 違 憲 指 示 立 法 院,https://tw.news.appledaily.com/politics/realtime/20191230/1683967/,2019/12/30,Apple Daily
589,韓 國 瑜 辯 論 會 批 評 媒 體 　 黃 國 昌 ： 有 失 總 統 候 選 人 格 局,https://tw.news.appledaily.com/politics/realtime/20191230/1683963/,2019/12/30,Apple Daily
590,「 總 統 辯 論 史 上 下 限 最 低 」 他 轟 H 姓 候 選 人 4 不 堪 　 孫 大 千 回 擊 ：   看 稿 真 草 包,https://tw.news.appledaily.com/politics/realtime/20191230/1683944/,2019/12/30,Apple Daily
591,【 紅 色 恐 怖 1 】 「 反 滲 透 法 」 5 大 爭 議 　 學 界 批 ： 引 人 入 罪 根 本 是 惡 法,https://tw.news.appledaily.com/politics/realtime/20191230/1682462/,2019/12/30,Apple Daily
592,韓 國 瑜 奇 招 頻 頻 ？ 鄧 惠 文 破 盲 點 ： 他 用 的 是 搗 蛋 鬼 模 式,https://tw.news.appledaily.com/politics/realtime/20191230/1683937/,2019/12/30,Apple Daily
593,一 張 韓 造 勢 空 拍 照 ！ 粉 專 小 編 驚 ： 明 年 不 投 票 「 以 後 都 不 用 投 了 」,https://tw.news.appledaily.com/politics/realtime/20191230/1683921/,2019/12/30,Apple Daily
594,正 妹 國 文 老 師 嗆 辣 批 韓 國 瑜 　 慘 遭 韓 粉 出 征 辱 「 像 雞 」,https://tw.news.appledaily.com/life/realtime/20191230/1683920/,2019/12/30,Apple Daily
595,誠 信 問 題 反 轟 媒 體 「 沒 水 準 」 ！ 王 定 宇 批 韓 「 文 不 對 題 」 　 洪 慈 庸 ： 當 總 統 還 得 了 ？,https://tw.news.appledaily.com/politics/realtime/20191230/1683915/,2019/12/30,Apple Daily
596,超 狂 賭 盤   宋 楚 瑜 賠 率 贏 韓 國 瑜   警 網 路 查 獲   組 頭 被 質 疑 「 來 亂 的 」,https://tw.appledaily.com/headline/daily/20191230/38534727/,2019/12/30,Apple Daily
597,蔡 韓 互 譏   網 軍 最 大 受 益 者   韓 控 蔡 網 軍 打 趴 賴   賴 回 諷 ： 我 挺 蔡   韓 的 初 選 對 手 卻 不 挺 韓,https://tw.appledaily.com/headline/daily/20191230/38534525/,2019/12/30,Apple Daily
598,蔡 酸 核 五 蓋 哪   韓 嗆 不 蓋 你 家 我 家,https://tw.appledaily.com/headline/daily/20191230/38534519/,2019/12/30,Apple Daily
599,韓 喊 查 綠 貪 污   蔡 駁 政 治 干 預 司 法,https://tw.appledaily.com/headline/daily/20191230/38534515/,2019/12/30,Apple Daily
600,一 例 一 休 惹 怨   《 蘋 果 》 問 是 否 再 修 《 勞 基 法 》   蔡 避 談   韓 轟 不 顧 勞 工 權 益,https://tw.appledaily.com/headline/daily/20191230/38534541/,2019/12/30,Apple Daily
601,"韓 批 蔡 布 袋 戲   派 系 即 那 手   蔡 反 斥 「 當 韓 說 Y e s ,   I   d o .   誠 信 已 破 產 」",https://tw.appledaily.com/headline/daily/20191230/38534509/,2019/12/30,Apple Daily
602,酸 辣 度 破 表   蔡 韓 宋 辯 而 不 論 （ 鄭 任 汶 ）,https://tw.appledaily.com/headline/daily/20191230/38534581/,2019/12/30,Apple Daily
603,遭 批 簽 無 色 覺 醒   韓 反 嗆 蔡 賣 台,https://tw.appledaily.com/headline/daily/20191230/38534531/,2019/12/30,Apple Daily
604,【 選 戰 祕 辛 】 人 家 只 是 好 意   你 卻 當 真 情,https://tw.appledaily.com/headline/daily/20191230/38534671/,2019/12/30,Apple Daily
605,韓 罵 三 立 是 「 兩 立 」   三 立 將 提 告   中 央 社 問 如 何 維 護 主 權   竟 遭 嗆 「 窄 化 台 灣 」,https://tw.appledaily.com/headline/daily/20191230/38534499/,2019/12/30,Apple Daily
606,澄 社 評 論 ： 跳 崖 的 國 民 黨 （ 洪 裕 宏 ）,https://tw.appledaily.com/headline/daily/20191230/38534599/,2019/12/30,Apple Daily
607,【 蘋 果 擂 台 】 總 統 大 選 辯 論 會   韓 、 蔡 表 現 有 助 選 情 嗎 ？,https://tw.appledaily.com/headline/daily/20191230/38534555/,2019/12/30,Apple Daily
608,總 統 大 選 辯 論 會   被 問 誠 信   韓 離 譜 罵 《 蘋 果 》 沒 水 準 《 蘋 果 》 嚴 正 聲 明 ︰ 韓 是 民 主 最 壞 示 範,https://tw.appledaily.com/headline/daily/20191230/38534347/,2019/12/30,Apple Daily
609,「 反 滲 透 法 」 今 再 協 商   在 野 黨 ： 應 詳 細 討 論,https://tw.appledaily.com/headline/daily/20191230/38534640/,2019/12/30,Apple Daily
610,【 紅 色 恐 怖 4 】 取 代 中 共 代 理 人 修 法 　 綠 營 力 拚 選 前 通 過 「 反 滲 透 法 」,https://tw.news.appledaily.com/politics/realtime/20191230/1681748/,2019/12/30,Apple Daily
611,超 狂 總 統 大 選 賭 盤 　 首 見 「 賠 率 宋 贏 韓 」,https://tw.news.appledaily.com/local/realtime/20191230/1683800/,2019/12/30,Apple Daily
612,《 蘋 果 》 周 周 對 比 民 調 第 3 4 波 今 登 場 　 封 關 前 蔡 韓 最 新 拉 鋸,https://tw.news.appledaily.com/politics/realtime/20191230/1682653/,2019/12/30,Apple Daily
613,罵 民 進 黨 貪 污 罵 到 脫 西 裝 　 韓 國 瑜 ： 林 北 生 氣 了,https://tw.news.appledaily.com/politics/realtime/20191229/1683131/,2019/12/29,Apple Daily
614,韓 國 瑜 台 中 造 勢 稱 3 0 萬 人 相 挺 　 人 貼 人 才 可 能 ！ 數 學 老 師 笑 ： 我 說 不 出 口,https://tw.news.appledaily.com/politics/realtime/20191229/1683889/,2019/12/29,Apple Daily
615,【 不 斷 更 新 】 韓 國 瑜 辯 論 會 狂 罵 《 蘋 果 》 無 聊 、 《 中 央 社 》 提 問 狹 窄 　 《 三 立 》 沒 良 心,https://tw.news.appledaily.com/politics/realtime/20191229/1683591/,2019/12/29,Apple Daily
616,韓 國 瑜 辯 論 會 批 媒 體 　 記 協 ： 候 選 人 應 理 性 接 受 媒 體 監 督,https://tw.news.appledaily.com/politics/realtime/20191229/1683888/,2019/12/29,Apple Daily
617,民 進 黨 「 下 架 吳 斯 懷 之 夜 」 　 賴 清 德 細 數 3 大 理 由 「 絕 不 能 讓 他 當 立 委 」,https://tw.news.appledaily.com/politics/realtime/20191229/1683837/,2019/12/29,Apple Daily
618,【 澄 社 評 論 】 洪 裕 宏 ： 跳 崖 的 國 民 黨,https://www.appledaily.com.tw/realtimenews/article/new/20191229/1683871/,2019/12/29,Apple Daily
619,1 0 萬 鋼 鐵 韓 粉 淋 雨 踩 爛 泥 相 挺 　 四 叉 貓 ： 蔡 英 文 明 年 輸 定 了,https://tw.news.appledaily.com/politics/realtime/20191229/1683874/,2019/12/29,Apple Daily
620,聽 韓 國 瑜 批 蘋 果 問 題 沒 水 準 　 柯 文 哲 驚 1 1 秒 後 回 神,https://tw.news.appledaily.com/politics/realtime/20191229/1683763/,2019/12/29,Apple Daily
621,總 統 大 選 組 頭 也 瘋 狂 ！ ？ 　 賠 率 首 見 宋 贏 韓,https://tw.news.appledaily.com/local/realtime/20191229/1683673/,2019/12/29,Apple Daily
622,【 真 心 換 絕 情 】 韓 國 瑜 評 馬 英 九 ： 敗 在 軟 弱 　 「 台 大 法 律 系 不 適 合 當 總 統 」,https://tw.news.appledaily.com/politics/realtime/20191229/1683784/,2019/12/29,Apple Daily
623,搞 錯 綠 委 候 選 人 姓 名 　 韓 國 瑜 臉 書 急 澄 清 ： 不 是 弓 長 張 是 鄭 宏 輝,https://tw.news.appledaily.com/politics/realtime/20191229/1683868/,2019/12/29,Apple Daily
624,蔡 陣 營 指 控 韓 國 瑜 違 規 用 手 機 、 手 板 　 韓 陣 營 ： 增 進 人 民 知 的 權 利,https://tw.news.appledaily.com/politics/realtime/20191229/1683855/,2019/12/29,Apple Daily
625,【 即 時 投 票 所 】 8 9 ％ 網 友 評 韓 國 瑜 辯 論 表 現 最 差 　 最 強 能 耐 是 「 巧 舌 如 簧 」,https://tw.news.appledaily.com/politics/realtime/20191229/1683743/,2019/12/29,Apple Daily
626,總 統 辯 論 1 0 大 金 句 看 這 邊 ！ 蔡 英 文 酸 韓 「 用 膝 蓋 走 路 」 　 韓 國 瑜 ： 我 每 晚 睡 覺 都 念 佛 經,https://tw.news.appledaily.com/politics/realtime/20191229/1683848/,2019/12/29,Apple Daily
627,陳 其 邁 彰 化 輔 選 　 「 選 錯 市 長 差 很 多 、 選 錯 總 統 台 灣 會 完 蛋 」,https://tw.news.appledaily.com/politics/realtime/20191229/1683789/,2019/12/29,Apple Daily
628,韓 國 瑜 迴 避 媒 體 提 問 　 王 智 盛 ： 那 參 加 辯 論 意 義 何 在 ？,https://tw.news.appledaily.com/politics/realtime/20191229/1683799/,2019/12/29,Apple Daily
629,看 韓 國 瑜 狂 罵 媒 體 　 陳 致 中 ： 我 認 真 是 傻 眼 了,https://tw.news.appledaily.com/politics/realtime/20191229/1683809/,2019/12/29,Apple Daily
630,苗 栗 輔 選 火 力 四 射 　 馬 英 九 批 蔡 英 文 「 獨 裁 」 「 噁 心 」,https://tw.news.appledaily.com/politics/realtime/20191229/1683783/,2019/12/29,Apple Daily
631,【 學 者 評 辯 論 2 】 鈕 則 勳 ： 蔡 韓 宋 表 現 都 很 差 　 韓 國 瑜 無 需 與 媒 體 全 面 開 戰,https://tw.news.appledaily.com/politics/realtime/20191229/1683798/,2019/12/29,Apple Daily
632,鄭 任 汶 ： 酸 辣 度 破 表   蔡 韓 宋 辯 而 不 論,https://www.appledaily.com.tw/realtimenews/article/new/20191229/1683851/,2019/12/29,Apple Daily
633,【 學 者 評 辯 論 1 】 侯 漢 君 ： 蔡 英 文 有 攻 有 守 準 備 充 足 　 韓 國 瑜 反 擊 媒 體 答 非 所 問,https://tw.news.appledaily.com/politics/realtime/20191229/1683788/,2019/12/29,Apple Daily
634,韓 國 瑜 諷 剩 抹 黑 造 謠 「 兩 立 」 　 三 立 ： 踐 踏 民 主 將 提 告,https://tw.news.appledaily.com/politics/realtime/20191229/1683845/,2019/12/29,Apple Daily
635,「 絕 不 能 把 韓 國 瑜 當 笑 話 」 　 黃 捷 ： 去 年 選 舉 證 明 我 們 太 大 意,https://tw.news.appledaily.com/politics/realtime/20191229/1683840/,2019/12/29,Apple Daily
636,【 現 場 觀 察 】 韓 國 瑜 像 充 滿 怨 氣 的 深 藍 老 兵 　 火 力 全 開 批 蔡 打 馬 嗆 媒 體,https://tw.news.appledaily.com/politics/realtime/20191229/1683836/,2019/12/29,Apple Daily
637,【 現 場 觀 察 】 不 受 對 手 干 擾 有 問 必 答 　 蔡 英 文 沉 著 論 述 展 現 領 導 人 高 度,https://tw.news.appledaily.com/politics/realtime/20191229/1683825/,2019/12/29,Apple Daily
638,「 下 架 吳 斯 懷 」 貼 文 意 外 引 戰 韓 粉 　 綠 立 委 候 選 人 遭 洗 版 喊 「 落 選 」,https://tw.news.appledaily.com/politics/realtime/20191229/1683835/,2019/12/29,Apple Daily
639,韓 國 瑜 不 和 提 問 人 握 手 　 獨 回 台 上 被 虧 「 沒 朋 友 」,https://tw.news.appledaily.com/politics/realtime/20191229/1683824/,2019/12/29,Apple Daily
640,【 總 統 辯 論 會 3 】 被 質 疑 遭 派 系 架 空 　 蔡 英 文 ： 黨 內 競 爭 完 會 團 結,https://tw.news.appledaily.com/politics/realtime/20191229/1683677/,2019/12/29,Apple Daily
641,破 除 芒 果 乾 、 反 制 下 架 吳 斯 懷 　 國 民 黨 要 推 下 架 支 持 「 反 滲 透 法 」 綠 委,https://tw.news.appledaily.com/politics/realtime/20191229/1683810/,2019/12/29,Apple Daily
642,韓 國 瑜 開 罵 媒 體 嗆 《 蘋 果 》 沒 水 準 　 蔡 英 文 ： 對 台 灣 民 主 不 好,https://tw.news.appledaily.com/politics/realtime/20191229/1683818/,2019/12/29,Apple Daily
643,【 總 統 辯 論 會 1 】 韓 國 瑜 嗆 蔡 英 文 詐 騙 集 團 　 台 大 法 律 系 當 總 統 2 0 年 台 灣 越 來 越 差,https://tw.news.appledaily.com/politics/realtime/20191229/1683675/,2019/12/29,Apple Daily
644,總 統 辯 論 扯 到 他 　 鄭 宏 輝 ： 抹 黑 的 烏 賊 戰 術,https://tw.news.appledaily.com/politics/realtime/20191229/1683801/,2019/12/29,Apple Daily
645,花 蓮 選 戰 傅 崐 萁 遭 藍 綠 夾 殺 　 竟 口 誤 喊 蔡 英 文 加 油,https://tw.news.appledaily.com/politics/realtime/20191229/1683791/,2019/12/29,Apple Daily
646,【 總 統 辯 論 會 2 】 宋 楚 瑜 ： 當 選 總 統 ㄧ 定 穩 定 兩 岸 關 係 　 不 犧 牲 台 灣 民 主,https://tw.news.appledaily.com/politics/realtime/20191229/1683678/,2019/12/29,Apple Daily
647,韓 國 瑜 被 質 問 誠 信 竟 罵 「 沒 水 準 」 　 《 蘋 果 》 聲 明 ： 創 民 主 惡 例,https://tw.news.appledaily.com/politics/realtime/20191229/1683729/,2019/12/29,Apple Daily
648,韓 國 瑜 辯 論 會 狂 罵 媒 體 　 何 博 文 ： 心 虛 無 能 的 展 現,https://tw.news.appledaily.com/politics/realtime/20191229/1683785/,2019/12/29,Apple Daily
649,韓 國 瑜 辯 論 會 上 罵 《 蘋 果 》 　 宋 楚 瑜 ： 美 國 總 統 川 普 是 個 壞 例 子 不 要 學,https://tw.news.appledaily.com/politics/realtime/20191229/1683787/,2019/12/29,Apple Daily
650,【 總 統 辯 論 ／ 交 火 2 】 宋 楚 瑜 質 疑 蔡 英 文 像 東 漢 憲 帝 　 韓 國 瑜 讓 馬 政 府 團 隊 班 師 回 朝,https://tw.news.appledaily.com/politics/realtime/20191229/1683756/,2019/12/29,Apple Daily
651,【 總 統 辯 論 ／ 交 火 3 】 蔡 英 文 酸 韓 國 瑜 背 棄 承 諾 選 總 統 　 遭 高 雄 市 民 罷 免 「 誠 信 已 破 產 」,https://tw.news.appledaily.com/politics/realtime/20191229/1683751/,2019/12/29,Apple Daily
652,【 蘋 果 L i v e 】 韓 國 瑜 再 批 新 潮 流 綁 架 民 進 黨 　 蔡 英 文 像 布 袋 戲 被 架 空,https://tw.news.appledaily.com/politics/realtime/20191229/1683747/,2019/12/29,Apple Daily
653,【 總 統 辯 論 提 問 5 ／ 信 念 】 韓 國 瑜 批 蔡 英 文 「 像 擠 牙 膏 把 我 往 一 國 兩 制 擠 」 　 中 華 民 國 是 信 念 非 選 票 考 量,https://tw.news.appledaily.com/politics/realtime/20191229/1683742/,2019/12/29,Apple Daily
654,【 總 統 辯 論 提 問 3 ／ 民 主 】 被 質 疑 放 任 陳 水 扁 　 蔡 英 文 ： 行 為 不 當 就 應 執 行 法 律,https://tw.news.appledaily.com/politics/realtime/20191229/1683731/,2019/12/29,Apple Daily
655,【 總 統 辯 論 提 問 4 ／ 兩 岸 】 韓 被 問 「 一 國 兩 制 」 再 嗆 《 中 央 社 》 「 問 題 太 狹 隘 」 　 蔡 酸 韓 在 社 會 壓 力 下 才 終 於 表 態,https://tw.news.appledaily.com/politics/realtime/20191229/1683733/,2019/12/29,Apple Daily
656,【 總 統 辯 論 提 問 2 ／ 誠 信 】 被 問 「 新 莊 王 小 姐 」 　 韓 國 瑜 怒 嗆 「 要 不 要 問 我 幾 歲 之 前 是 處 男 ？ 」,https://tw.news.appledaily.com/politics/realtime/20191229/1683726/,2019/12/29,Apple Daily
657,反 空 污 遊 行 陰 雨 登 場 　 環 團 嗆 賴 清 德 講 空 話 、 轟 張 善 政 挺 核,https://tw.news.appledaily.com/life/realtime/20191229/1683681/,2019/12/29,Apple Daily
658,【 總 統 辯 論 提 問 1 ／ 國 防 】 韓 國 瑜 再 嗆 蔡 「 讀 稿 機 」 　 蔡 英 文 ： 我 最 重 視 國 防,https://tw.news.appledaily.com/politics/realtime/20191229/1683722/,2019/12/29,Apple Daily
659,被 酸 「 妖 怪 」 ！ 鍾 明 軒 暴 怒 嗆 酸 民 ： 有 種 放 棄 台 灣 國 籍,https://tw.news.appledaily.com/life/realtime/20191229/1683687/,2019/12/29,Apple Daily
660,【 獨 家 】 被 謝 龍 介 爆 倒 戈 挺 韓 　 知 名 沙 鍋 魚 頭 老 闆 打 臉 ： 只 是 禮 貌 上 合 照,https://tw.news.appledaily.com/politics/realtime/20191229/1683109/,2019/12/29,Apple Daily
661,民 眾 黨 不 分 區 戰 將 賴 香 伶 　 3 1 日 起 請 假 參 選,https://tw.news.appledaily.com/life/realtime/20191229/1683686/,2019/12/29,Apple Daily
662,女 性 從 政 生 不 生 都 被 酸 ！ 　 范 雲 爆 氣 ： 性 平 教 育 很 重 要,https://tw.news.appledaily.com/politics/realtime/20191229/1683646/,2019/12/29,Apple Daily
663,時 代 力 量 元 旦 展 開 全 台 巡 迴 　 盼 政 黨 票 衝 破 百 萬,https://tw.news.appledaily.com/politics/realtime/20191229/1683659/,2019/12/29,Apple Daily
664,「 這 人 投 得 下 去 ？ 」 李 來 希 嗆 宋 楚 瑜 ： 選 舉 才 想 到 軍 公 教,https://tw.news.appledaily.com/politics/realtime/20191229/1683645/,2019/12/29,Apple Daily
665,選 戰 倒 數 ！ 民 進 黨 辦 「 護 國 保 台 」 晚 會 　 訴 求 全 民 下 架 吳 斯 懷,https://tw.news.appledaily.com/politics/realtime/20191229/1683593/,2019/12/29,Apple Daily
666,【 北 市 立 委 解 盤 1 】 8 席 激 戰 ！ 藍 坐 6 望 7 、 綠 保 2 加 1 　 2 大 關 鍵 左 右 選 情,https://tw.news.appledaily.com/life/realtime/20191229/1683318/,2019/12/29,Apple Daily
667,# 蔡 英 文 可 能 落 選 的 1 0 個 「 假 如 」 （ 苦 苓 ）,https://tw.appledaily.com/headline/daily/20191229/38533619/,2019/12/29,Apple Daily
668,《 蘋 果 》 調 查   6 部 會 選 前 撒 幣 4 1 8 億   蔡 英 文 辦 公 室 ： 相 關 政 策 都 是 國 民 當 前 急 需,https://tw.appledaily.com/headline/daily/20191229/38533885/,2019/12/29,Apple Daily
669,蔡 再 推 新 曲   念 歌 曬 政 績   號 召 「 辣 英 粉 」 力 抗 對 手 抹 黑 謠 言,https://tw.appledaily.com/headline/daily/20191229/38533784/,2019/12/29,Apple Daily
670,【 蘋 果 擂 台 】 3 場 總 統 政 見 會 對 選 情 有 何 影 響 ？,https://tw.appledaily.com/headline/daily/20191229/38533838/,2019/12/29,Apple Daily
671,一 周 大 事   1 2 月 2 2 日 至 1 2 月 2 8 日,https://tw.appledaily.com/headline/daily/20191229/38533861/,2019/12/29,Apple Daily
672,打 好 年 改 地 基   建 基 礎 年 金 制 （ 曾 昭 媛 ）,https://tw.appledaily.com/headline/daily/20191229/38533609/,2019/12/29,Apple Daily
673,成 敗 樂 一 笑 ： 反 極 權   台 灣 更 不 害 怕 （ 黎 智 英 ）,https://tw.appledaily.com/supplement/daily/20191229/38533360/,2019/12/29,Apple Daily
674,《 蘋 果 》 嚴 選   2 0 1 9 時 事 之 最   這 一 年 是 在 哈 囉,https://tw.appledaily.com/headline/daily/20191229/38533916/,2019/12/29,Apple Daily
675,《 蘋 果 》 周 周 對 比 民 調 第 3 4 波 明 登 場 　 封 關 前 蔡 韓 最 新 拉 鋸,https://tw.news.appledaily.com/politics/realtime/20191229/1682650/,2019/12/29,Apple Daily
676,《 華 郵 》 專 欄 作 家 撰 文 　 讚 揚 香 港 2 3 5 天 「 英 勇 起 義 」,https://tw.news.appledaily.com/international/realtime/20191228/1683589/,2019/12/28,Apple Daily
677,【 辯 論 會 應 戰 】 韓 國 瑜 找 人 模 擬 蔡 英 文 　 要 掌 握 時 間 與 攻 防 節 奏,https://tw.news.appledaily.com/politics/realtime/20191228/1683548/,2019/12/28,Apple Daily
678,曾 昭 媛 ： 打 好 年 改 地 基   建 基 礎 年 金 制,https://www.appledaily.com.tw/realtimenews/article/new/20191228/1683454/,2019/12/28,Apple Daily
679,苦 苓 ： # 蔡 英 文 可 能 落 選 的 1 0 個 「 假 如 」,https://www.appledaily.com.tw/realtimenews/article/new/20191228/1683476/,2019/12/28,Apple Daily
680,柯 媽 爆 「 綠 底 」 會 投 小 英 　 柯 文 哲 苦 笑 「 我 嘛 揪 為 難 」,https://tw.news.appledaily.com/politics/realtime/20191228/1683515/,2019/12/28,Apple Daily
681,【 辯 論 會 應 戰 】 宋 楚 瑜 鎖 國 防 、 外 交 、 兩 岸 、 國 安 　 四 大 面 向 挑 戰 蔡 韓,https://tw.news.appledaily.com/politics/realtime/20191228/1683525/,2019/12/28,Apple Daily
682,林 佳 龍 飛 澎 湖 為 楊 曜 站 台 　 保 證 春 節 疏 運 不 受 遠 航 影 響,https://tw.news.appledaily.com/politics/realtime/20191228/1683493/,2019/12/28,Apple Daily
683,兩 岸 大 學 教 育 交 流 要 填 檢 核 　 韓 營 ： 「 反 滲 透 法 」 還 沒 過 寒 蟬 效 應 已 發 生,https://tw.news.appledaily.com/politics/realtime/20191228/1683331/,2019/12/28,Apple Daily
684,選 前 撒 幣 補 貼 多 　 蔡 競 辦 ： 改 善 國 家 財 政 已 連 3 年 有 賸 餘,https://tw.news.appledaily.com/politics/realtime/20191228/1683447/,2019/12/28,Apple Daily
685,【 辯 論 會 應 戰 】 蔡 英 文 推 政 績 競 選 歌 　 回 應 韓 營 錯 誤 數 據 攻 擊,https://tw.news.appledaily.com/politics/realtime/20191228/1683422/,2019/12/28,Apple Daily
686,【 名 采 】 黎 智 英 專 欄 ： 反 極 權 　 台 灣 更 不 害 怕,https://www.appledaily.com.tw/realtimenews/article/new/20191228/1683359/,2019/12/28,Apple Daily
687,蘇 嘉 全 陪 洪 慈 庸 車 隊 掃 街 　 通 過 《 反 滲 透 法 》 有 信 心,https://tw.news.appledaily.com/politics/realtime/20191228/1683420/,2019/12/28,Apple Daily
688,預 測 黑 韓 產 業 鏈 選 後 改 黑 柯 　 柯 Ｐ 嗆 ： 殺 不 死 我 的 必 使 我 更 強 大,https://tw.news.appledaily.com/life/realtime/20191228/1683450/,2019/12/28,Apple Daily
689,張 善 政 台 中 座 談 火 力 全 開 　 批 蔡 英 文 「 一 腦 袋 漿 糊 」,https://tw.news.appledaily.com/politics/realtime/20191228/1683418/,2019/12/28,Apple Daily
690,林 佳 龍 P O 照 打 臉 郭 台 銘 　 「 洪 慈 庸 產 前 3 天 挺 肚 視 察 台 中 機 場 」,https://tw.news.appledaily.com/life/realtime/20191228/1683399/,2019/12/28,Apple Daily
691,民 進 黨 拚 《 反 滲 透 法 》 三 讀 　 宋 楚 瑜 ： 民 主 國 家 總 統 不 應 干 涉 國 會 立 法,https://tw.news.appledaily.com/politics/realtime/20191228/1683389/,2019/12/28,Apple Daily
692,新 竹 動 物 園 R e b o r n 蔡 英 文 同 歡 　 今 明 單 日 估 湧 5 萬 人,https://tw.news.appledaily.com/life/realtime/20191228/1683360/,2019/12/28,Apple Daily
693,談 總 機 、 讀 稿 機 　 柯 文 哲 自 喻 智 慧 型 手 機 「 能 看 新 聞 」,https://tw.news.appledaily.com/politics/realtime/20191228/1683328/,2019/12/28,Apple Daily
694,韓 營 重 申 「 新 潮 流 架 空 民 進 黨 」 　 蔡 營 ： 遺 憾 韓 浪 費 政 見 會 指 控 無 關 議 題,https://tw.news.appledaily.com/politics/realtime/20191228/1683335/,2019/12/28,Apple Daily
695,生 不 生 孩 子 都 有 話 講 　 點 名 藍 男 ！ 林 飛 帆 痛 斥 性 別 攻 擊,https://tw.news.appledaily.com/politics/realtime/20191228/1683325/,2019/12/28,Apple Daily
696,【 一 周 蘋 選 】 陳 綺 貞 秘 戀 曝 光 淪 小 三   　 《 蘋 果 》 獨 家 揭 密 2 0 0 億 大 選 賭 盤,https://tw.news.appledaily.com/local/realtime/20191228/1682890/,2019/12/28,Apple Daily
697,政 見 會 最 終 場   韓 ： 批 新 潮 流 架 空   蔡 是 白 天 總 統   蔡 ： 斥 虛 幻   韓 沒 政 見,https://tw.appledaily.com/headline/daily/20191228/38533298/,2019/12/28,Apple Daily
698,辣 蘋 果 ： 半 分 鐘 都 等 不 了 （ 余 艾 苔 ）,https://tw.appledaily.com/headline/daily/20191228/38533011/,2019/12/28,Apple Daily
699,蔡 酸 「 韓 總 機 」 分 機 6 3 3   幕 僚 是 馬 的 跳 票 團 隊   韓 譏 「 讀 稿 機 」 被 指 歧 視 女 性   反 控 蔡 雙 重 標 準,https://tw.appledaily.com/headline/daily/20191228/38532961/,2019/12/28,Apple Daily
700,下 架 吳 斯 懷   綠 明 號 召 護 台   搶 攻 國 安 議 題   力 拼 國 會 過 半,https://tw.appledaily.com/headline/daily/20191228/38532997/,2019/12/28,Apple Daily
701,蘋 論 ： 「 分 裂 投 票 」 政 黨 攻 防 戰,https://tw.appledaily.com/headline/daily/20191228/38533049/,2019/12/28,Apple Daily
702,綠 ： 不 能 再 等   藍 ： 定 義 不 明   反 滲 透 法   朝 野 無 共 識   後 天 再 協 商,https://tw.appledaily.com/headline/daily/20191228/38533006/,2019/12/28,Apple Daily
703,【 反 滲 透 法 】 被 「 妖 魔 化 」 的 反 滲 透 法 （ 王 智 盛 ）,https://tw.appledaily.com/headline/daily/20191228/38533071/,2019/12/28,Apple Daily
704,【 政 見 總 彙 整 】 蔡 英 文 爭 取 下 一 個 4 年 　 經 濟 、 能 源 、 國 家 主 權 多 項 齊 發,https://tw.news.appledaily.com/politics/realtime/20191228/1683245/,2019/12/28,Apple Daily
705,【 政 見 總 彙 整 】 韓 國 瑜 強 攻 重 啟 特 偵 組 　 鎖 定 經 濟 、 青 年 、 教 育 議 題,https://tw.news.appledaily.com/politics/realtime/20191228/1683235/,2019/12/28,Apple Daily
706,【 撒 幣 口 袋 7 】 4 7 5 億 老 農 津 貼 發 6 0 萬 人 　 綠 委 喊 再 加 碼 惹 議,https://tw.news.appledaily.com/life/realtime/20191228/1682148/,2019/12/28,Apple Daily
707,【 政 見 會 評 論 】 學 者 龐 建 國 ： 蔡 英 文 打 政 績 牌 　 民 眾 若 無 感 不 會 買 單,https://tw.news.appledaily.com/politics/realtime/20191228/1683236/,2019/12/28,Apple Daily
708,【 撒 幣 口 袋 6 】 「 宿 舍 提 升 計 畫 」 編 5 0 億 　 挨 批 政 策 買 票 最 大 手 筆,https://tw.news.appledaily.com/life/realtime/20191228/1682076/,2019/12/28,Apple Daily
709,被 指 共 諜 頭 子 遭 台 拘 留 　 中 國 趨 勢 主 席 向 心 向 港 府 求 助 出 境 台 灣,https://tw.news.appledaily.com/international/realtime/20191227/1683261/,2019/12/27,Apple Daily
710,【 現 場 側 記 】 蔡 英 文 頭 尾 呼 應 論 述 縝 密 　 政 策 控 爆 發 批 韓 「 錯 的 你 還 繼 續 講 」,https://tw.news.appledaily.com/politics/realtime/20191227/1683255/,2019/12/27,Apple Daily
711,【 政 見 會 交 鋒 4 】 韓 國 瑜 再 批 蔡 英 文 遭 新 潮 流 架 空 　 蔡 反 嗆 「 外 行 人 提 不 出 政 見 」,https://tw.news.appledaily.com/politics/realtime/20191227/1683246/,2019/12/27,Apple Daily
712,宋 楚 瑜 「 自 首 」 與 習 近 平 交 流 　 陸 委 會 ： 不 了 解 「 反 滲 透 法 」 意 涵 真 可 惜,https://tw.news.appledaily.com/politics/realtime/20191227/1683233/,2019/12/27,Apple Daily
713,【 現 場 側 記 】 韓 國 瑜 形 塑 庶 民 救 星 形 象 　 「 恢 復 特 偵 組 」 打 貪 成 焦 點,https://tw.news.appledaily.com/politics/realtime/20191227/1683232/,2019/12/27,Apple Daily
